video,frame_idx,split,n_red,n_yellow
Данные/Unlabeled/25_12-20.mp4,175,train,11,5
Данные/Unlabeled/25_12-20.mp4,180,train,11,6
Данные/Unlabeled/25_12-20.mp4,185,train,11,6
Данные/Unlabeled/25_12-20.mp4,190,train,13,6
Данные/Unlabeled/25_12-20.mp4,195,val,15,6
Данные/Unlabeled/25_12-20.mp4,200,val,12,7
Данные/Unlabeled/25_12-20.mp4,205,train,11,6
Данные/Unlabeled/25_12-20.mp4,210,train,11,7
Данные/Unlabeled/25_12-20.mp4,215,train,10,7
Данные/Unlabeled/25_12-20.mp4,220,train,6,6
Данные/Unlabeled/25_12-20.mp4,225,train,8,4
Данные/Unlabeled/25_12-20.mp4,230,train,7,4
Данные/Unlabeled/25_12-20.mp4,235,train,8,4
Данные/Unlabeled/25_12-20.mp4,250,train,9,5
Данные/Unlabeled/25_12-20.mp4,265,train,9,5
Данные/Unlabeled/25_12-20.mp4,270,val,9,4
Данные/Unlabeled/25_12-20.mp4,275,train,8,4
Данные/Unlabeled/25_12-20.mp4,280,val,7,5
Данные/Unlabeled/25_12-20.mp4,285,train,7,4
Данные/Unlabeled/25_12-20.mp4,290,train,8,4
Данные/Unlabeled/25_12-20.mp4,295,train,8,3
Данные/Unlabeled/25_12-20.mp4,300,train,8,2
Данные/Unlabeled/25_12-20.mp4,305,train,11,2
Данные/Unlabeled/25_12-20.mp4,310,train,12,2
Данные/Unlabeled/25_12-20.mp4,315,train,13,2
Данные/Unlabeled/25_12-20.mp4,320,train,13,1
Данные/Unlabeled/25_12-20.mp4,325,val,12,1
Данные/Unlabeled/25_12-20.mp4,330,train,13,1
Данные/Unlabeled/25_12-20.mp4,335,train,13,2
Данные/Unlabeled/25_12-20.mp4,340,val,11,2
Данные/Unlabeled/25_12-20.mp4,345,val,9,2
Данные/Unlabeled/25_12-20.mp4,350,train,10,2
Данные/Unlabeled/25_12-20.mp4,355,train,11,2
Данные/Unlabeled/25_12-20.mp4,360,train,12,2
Данные/Unlabeled/25_12-20.mp4,365,train,12,3
Данные/Unlabeled/25_12-20.mp4,370,train,14,3
Данные/Unlabeled/25_12-20.mp4,375,val,10,2
Данные/Unlabeled/25_12-20.mp4,380,train,13,2
Данные/Unlabeled/25_12-20.mp4,385,train,10,0
Данные/Unlabeled/25_12-20.mp4,390,val,9,0
Данные/Unlabeled/25_12-20.mp4,395,train,8,0
Данные/Unlabeled/25_12-20.mp4,400,train,9,0
Данные/Unlabeled/25_12-20.mp4,405,train,8,0
Данные/Unlabeled/25_12-20.mp4,410,val,8,0
Данные/Unlabeled/25_12-20.mp4,415,train,8,0
Данные/Unlabeled/25_12-20.mp4,430,train,8,0
Данные/Unlabeled/25_12-20.mp4,455,train,7,0
Данные/Unlabeled/25_12-20.mp4,460,train,9,0
Данные/Unlabeled/25_12-20.mp4,465,train,8,1
Данные/Unlabeled/25_12-20.mp4,470,train,9,1
Данные/Unlabeled/25_12-20.mp4,475,train,6,1
Данные/Unlabeled/25_12-20.mp4,480,train,8,1
Данные/Unlabeled/25_12-20.mp4,485,train,9,2
Данные/Unlabeled/25_12-20.mp4,490,val,9,3
Данные/Unlabeled/25_12-20.mp4,495,train,10,2
Данные/Unlabeled/25_12-20.mp4,500,train,11,4
Данные/Unlabeled/25_12-20.mp4,505,train,13,2
Данные/Unlabeled/25_12-20.mp4,510,train,10,5
Данные/Unlabeled/25_12-20.mp4,515,train,9,5
Данные/Unlabeled/25_12-20.mp4,520,train,13,6
Данные/Unlabeled/25_12-20.mp4,525,train,8,9
Данные/Unlabeled/25_12-20.mp4,530,train,7,9
Данные/Unlabeled/25_12-20.mp4,535,train,8,8
Данные/Unlabeled/25_12-20.mp4,540,train,10,7
Данные/Unlabeled/25_12-20.mp4,545,train,8,7
Данные/Unlabeled/25_12-20.mp4,550,train,11,6
Данные/Unlabeled/25_12-20.mp4,555,train,11,4
Данные/Unlabeled/25_12-20.mp4,560,train,9,3
Данные/Unlabeled/25_12-20.mp4,565,train,10,3
Данные/Unlabeled/25_12-20.mp4,570,train,12,3
Данные/Unlabeled/25_12-20.mp4,575,val,11,3
Данные/Unlabeled/25_12-20.mp4,580,train,11,3
Данные/Unlabeled/25_12-20.mp4,590,train,12,3
Данные/Unlabeled/25_12-20.mp4,605,train,12,3
Данные/Unlabeled/25_12-20.mp4,615,train,11,3
Данные/Unlabeled/25_12-20.mp4,620,train,13,3
Данные/Unlabeled/25_12-20.mp4,625,val,13,2
Данные/Unlabeled/25_12-20.mp4,630,train,11,2
Данные/Unlabeled/25_12-20.mp4,635,train,13,2
Данные/Unlabeled/25_12-20.mp4,640,train,15,2
Данные/Unlabeled/25_12-20.mp4,645,train,14,2
Данные/Unlabeled/25_12-20.mp4,650,train,13,3
Данные/Unlabeled/25_12-20.mp4,655,train,14,3
Данные/Unlabeled/25_12-20.mp4,660,train,17,3
Данные/Unlabeled/25_12-20.mp4,665,train,19,2
Данные/Unlabeled/25_12-20.mp4,670,val,13,2
Данные/Unlabeled/25_12-20.mp4,675,train,16,3
Данные/Unlabeled/25_12-20.mp4,680,val,15,3
Данные/Unlabeled/25_12-20.mp4,685,train,17,4
Данные/Unlabeled/25_12-20.mp4,690,train,15,4
Данные/Unlabeled/25_12-20.mp4,695,train,12,3
Данные/Unlabeled/25_12-20.mp4,700,train,12,3
Данные/Unlabeled/25_12-20.mp4,705,train,12,3
Данные/Unlabeled/25_12-20.mp4,710,train,13,3
Данные/Unlabeled/25_12-20.mp4,715,train,13,3
Данные/Unlabeled/25_12-20.mp4,720,val,13,3
Данные/Unlabeled/25_12-20.mp4,725,train,12,3
Данные/Unlabeled/25_12-20.mp4,730,train,12,3
Данные/Unlabeled/25_12-20.mp4,740,train,12,3
Данные/Unlabeled/25_12-20.mp4,760,train,13,3
Данные/Unlabeled/25_12-20.mp4,780,train,12,3
Данные/Unlabeled/25_12-20.mp4,785,train,14,3
Данные/Unlabeled/25_12-20.mp4,790,train,13,2
Данные/Unlabeled/25_12-20.mp4,795,train,12,3
Данные/Unlabeled/25_12-20.mp4,800,train,12,3
Данные/Unlabeled/25_12-20.mp4,805,train,14,3
Данные/Unlabeled/25_12-20.mp4,820,train,13,3
Данные/Unlabeled/25_12-20.mp4,850,train,18,3
Данные/Unlabeled/26_12-20.mp4,0,val,19,3
Данные/Unlabeled/26_12-20.mp4,5,train,18,2
Данные/Unlabeled/26_12-20.mp4,10,val,18,2
Данные/Unlabeled/26_12-20.mp4,15,train,19,2
Данные/Unlabeled/26_12-20.mp4,20,train,18,2
Данные/Unlabeled/26_12-20.mp4,25,train,18,2
Данные/Unlabeled/26_12-20.mp4,30,train,17,2
Данные/Unlabeled/26_12-20.mp4,35,train,17,2
Данные/Unlabeled/26_12-20.mp4,40,train,19,2
Данные/Unlabeled/26_12-20.mp4,45,train,20,1
Данные/Unlabeled/26_12-20.mp4,50,train,22,1
Данные/Unlabeled/26_12-20.mp4,55,train,23,1
Данные/Unlabeled/26_12-20.mp4,60,val,23,1
Данные/Unlabeled/26_12-20.mp4,65,train,23,1
Данные/Unlabeled/26_12-20.mp4,70,train,24,1
Данные/Unlabeled/26_12-20.mp4,75,train,21,2
Данные/Unlabeled/26_12-20.mp4,80,val,19,0
Данные/Unlabeled/26_12-20.mp4,85,train,16,1
Данные/Unlabeled/26_12-20.mp4,90,train,16,0
Данные/Unlabeled/26_12-20.mp4,95,train,18,0
Данные/Unlabeled/26_12-20.mp4,100,train,17,0
Данные/Unlabeled/26_12-20.mp4,105,train,17,0
Данные/Unlabeled/26_12-20.mp4,110,val,17,0
Данные/Unlabeled/26_12-20.mp4,120,train,17,0
Данные/Unlabeled/26_12-20.mp4,135,train,19,1
Данные/Unlabeled/26_12-20.mp4,150,train,18,1
Данные/Unlabeled/26_12-20.mp4,155,train,19,0
Данные/Unlabeled/26_12-20.mp4,160,train,18,0
Данные/Unlabeled/26_12-20.mp4,165,train,18,0
Данные/Unlabeled/26_12-20.mp4,170,train,17,0
Данные/Unlabeled/26_12-20.mp4,175,val,18,0
Данные/Unlabeled/26_12-20.mp4,180,train,21,0
Данные/Unlabeled/26_12-20.mp4,185,train,19,0
Данные/Unlabeled/26_12-20.mp4,190,train,18,0
Данные/Unlabeled/26_12-20.mp4,195,train,19,0
Данные/Unlabeled/26_12-20.mp4,200,val,18,0
Данные/Unlabeled/26_12-20.mp4,205,train,17,0
Данные/Unlabeled/26_12-20.mp4,210,val,20,0
Данные/Unlabeled/26_12-20.mp4,215,val,17,0
Данные/Unlabeled/26_12-20.mp4,220,train,16,0
Данные/Unlabeled/26_12-20.mp4,225,train,16,0
Данные/Unlabeled/26_12-20.mp4,230,train,18,0
Данные/Unlabeled/26_12-20.mp4,235,val,17,0
Данные/Unlabeled/26_12-20.mp4,240,train,17,0
Данные/Unlabeled/26_12-20.mp4,245,train,18,0
Данные/Unlabeled/26_12-20.mp4,250,train,17,0
Данные/Unlabeled/26_12-20.mp4,255,train,15,0
Данные/Unlabeled/26_12-20.mp4,260,train,12,0
Данные/Unlabeled/26_12-20.mp4,265,train,12,0
Данные/Unlabeled/26_12-20.mp4,270,train,12,0
Данные/Unlabeled/26_12-20.mp4,275,train,11,0
Данные/Unlabeled/26_12-20.mp4,280,train,12,0
Данные/Unlabeled/26_12-20.mp4,285,train,11,0
Данные/Unlabeled/26_12-20.mp4,290,train,10,0
Данные/Unlabeled/26_12-20.mp4,295,train,11,0
Данные/Unlabeled/26_12-20.mp4,310,train,10,0
Данные/Unlabeled/26_12-20.mp4,315,train,11,0
Данные/Unlabeled/26_12-20.mp4,320,train,12,0
Данные/Unlabeled/26_12-20.mp4,325,train,12,0
Данные/Unlabeled/26_12-20.mp4,330,train,11,0
Данные/Unlabeled/26_12-20.mp4,335,train,12,0
Данные/Unlabeled/26_12-20.mp4,340,train,12,0
Данные/Unlabeled/26_12-20.mp4,345,val,14,0
Данные/Unlabeled/26_12-20.mp4,350,val,14,0
Данные/Unlabeled/26_12-20.mp4,355,train,12,0
Данные/Unlabeled/26_12-20.mp4,360,train,11,0
Данные/Unlabeled/26_12-20.mp4,365,train,13,0
Данные/Unlabeled/26_12-20.mp4,370,train,15,0
Данные/Unlabeled/26_12-20.mp4,375,train,12,0
Данные/Unlabeled/26_12-20.mp4,380,train,12,0
Данные/Unlabeled/26_12-20.mp4,385,train,12,0
Данные/Unlabeled/26_12-20.mp4,390,train,15,0
Данные/Unlabeled/26_12-20.mp4,395,train,15,0
Данные/Unlabeled/26_12-20.mp4,400,train,16,0
Данные/Unlabeled/26_12-20.mp4,405,train,17,0
Данные/Unlabeled/26_12-20.mp4,410,train,15,0
Данные/Unlabeled/26_12-20.mp4,415,train,16,0
Данные/Unlabeled/26_12-20.mp4,420,train,14,0
Данные/Unlabeled/26_12-20.mp4,425,train,15,0
Данные/Unlabeled/26_12-20.mp4,430,train,15,0
Данные/Unlabeled/26_12-20.mp4,435,train,15,0
Данные/Unlabeled/26_12-20.mp4,445,train,15,0
Данные/Unlabeled/26_12-20.mp4,460,val,15,0
Данные/Unlabeled/26_12-20.mp4,465,train,15,0
Данные/Unlabeled/26_12-20.mp4,470,train,14,0
Данные/Unlabeled/26_12-20.mp4,475,train,13,0
Данные/Unlabeled/26_12-20.mp4,480,train,13,0
Данные/Unlabeled/26_12-20.mp4,485,train,14,0
Данные/Unlabeled/26_12-20.mp4,490,val,13,0
Данные/Unlabeled/26_12-20.mp4,495,train,13,0
Данные/Unlabeled/26_12-20.mp4,500,train,13,0
Данные/Unlabeled/26_12-20.mp4,505,train,11,0
Данные/Unlabeled/26_12-20.mp4,510,train,11,0
Данные/Unlabeled/26_12-20.mp4,515,train,10,0
Данные/Unlabeled/26_12-20.mp4,520,val,11,0
Данные/Unlabeled/26_12-20.mp4,525,val,10,0
Данные/Unlabeled/26_12-20.mp4,530,train,10,0
Данные/Unlabeled/26_12-20.mp4,535,train,11,0
Данные/Unlabeled/26_12-20.mp4,540,train,11,0
Данные/Unlabeled/26_12-20.mp4,545,val,11,0
Данные/Unlabeled/26_12-20.mp4,550,train,9,0
Данные/Unlabeled/26_12-20.mp4,555,train,9,0
Данные/Unlabeled/26_12-20.mp4,560,train,10,0
Данные/Unlabeled/26_12-20.mp4,565,train,12,0
Данные/Unlabeled/26_12-20.mp4,570,train,12,0
Данные/Unlabeled/26_12-20.mp4,575,train,12,0
Данные/Unlabeled/26_12-20.mp4,580,train,12,0
Данные/Unlabeled/26_12-20.mp4,585,val,12,0
Данные/Unlabeled/26_12-20.mp4,595,train,12,0
Данные/Unlabeled/26_12-20.mp4,620,train,12,0
Данные/Unlabeled/26_12-20.mp4,625,train,13,0
Данные/Unlabeled/26_12-20.mp4,630,train,11,0
Данные/Unlabeled/26_2-10.mp4,0,train,15,1
Данные/Unlabeled/26_2-10.mp4,5,train,17,1
Данные/Unlabeled/26_2-10.mp4,10,train,18,0
Данные/Unlabeled/26_2-10.mp4,15,train,17,0
Данные/Unlabeled/26_2-10.mp4,20,val,16,0
Данные/Unlabeled/26_2-10.mp4,25,train,16,0
Данные/Unlabeled/26_2-10.mp4,30,train,20,0
Данные/Unlabeled/26_2-10.mp4,35,train,20,0
Данные/Unlabeled/26_2-10.mp4,40,train,21,0
Данные/Unlabeled/26_2-10.mp4,45,train,24,0
Данные/Unlabeled/26_2-10.mp4,50,train,21,0
Данные/Unlabeled/26_2-10.mp4,55,train,23,0
Данные/Unlabeled/26_2-10.mp4,60,train,20,0
Данные/Unlabeled/26_2-10.mp4,65,train,18,0
Данные/Unlabeled/26_2-10.mp4,70,train,21,0
Данные/Unlabeled/26_2-10.mp4,75,train,21,0
Данные/Unlabeled/26_2-10.mp4,80,train,23,0
Данные/Unlabeled/26_2-10.mp4,85,train,24,0
Данные/Unlabeled/26_2-10.mp4,90,train,20,0
Данные/Unlabeled/26_2-10.mp4,95,train,20,0
Данные/Unlabeled/26_2-10.mp4,100,train,19,0
Данные/Unlabeled/26_2-10.mp4,105,train,21,0
Данные/Unlabeled/26_2-10.mp4,110,train,20,0
Данные/Unlabeled/26_2-10.mp4,115,train,19,0
Данные/Unlabeled/26_2-10.mp4,125,train,20,0
Данные/Unlabeled/26_2-10.mp4,130,train,23,0
Данные/Unlabeled/26_2-10.mp4,145,train,21,0
Данные/Unlabeled/26_2-10.mp4,160,train,20,0
Данные/Unlabeled/26_2-10.mp4,165,train,24,0
Данные/Unlabeled/26_2-10.mp4,170,train,23,0
Данные/Unlabeled/26_2-10.mp4,175,train,19,0
Данные/Unlabeled/26_2-10.mp4,180,train,20,0
Данные/Unlabeled/26_2-10.mp4,185,train,22,0
Данные/Unlabeled/26_2-10.mp4,190,train,19,0
Данные/Unlabeled/26_2-10.mp4,195,train,18,0
Данные/Unlabeled/26_2-10.mp4,200,val,19,0
Данные/Unlabeled/26_2-10.mp4,205,train,23,0
Данные/Unlabeled/26_2-10.mp4,210,train,28,0
Данные/Unlabeled/26_2-10.mp4,215,train,25,0
Данные/Unlabeled/26_2-10.mp4,220,train,20,0
Данные/Unlabeled/26_2-10.mp4,225,train,23,0
Данные/Unlabeled/26_2-10.mp4,230,train,23,0
Данные/Unlabeled/26_2-10.mp4,235,val,20,0
Данные/Unlabeled/26_2-10.mp4,240,train,20,0
Данные/Unlabeled/26_2-10.mp4,245,train,23,0
Данные/Unlabeled/26_2-10.mp4,250,train,23,0
Данные/Unlabeled/26_2-10.mp4,255,val,21,0
Данные/Unlabeled/26_2-10.mp4,260,train,23,0
Данные/Unlabeled/26_2-10.mp4,265,train,22,0
Данные/Unlabeled/26_2-10.mp4,270,train,20,0
Данные/Unlabeled/26_2-10.mp4,275,train,19,0
Данные/Unlabeled/26_2-10.mp4,285,train,19,0
Данные/Unlabeled/26_2-10.mp4,305,train,15,0
Данные/Unlabeled/26_2-10.mp4,315,train,17,0
Данные/Unlabeled/26_2-10.mp4,320,train,19,0
Данные/Unlabeled/26_2-10.mp4,325,train,15,0
Данные/Unlabeled/26_2-10.mp4,330,train,18,0
Данные/Unlabeled/26_2-10.mp4,335,train,16,0
Данные/Unlabeled/26_2-10.mp4,340,train,18,0
Данные/Unlabeled/26_2-10.mp4,345,train,18,0
Данные/Unlabeled/26_2-10.mp4,350,train,17,0
Данные/Unlabeled/26_2-10.mp4,355,train,17,0
Данные/Unlabeled/26_2-10.mp4,360,train,17,0
Данные/Unlabeled/26_2-10.mp4,365,train,16,0
Данные/Unlabeled/26_2-10.mp4,370,train,16,0
Данные/Unlabeled/26_2-10.mp4,375,train,17,0
Данные/Unlabeled/26_2-10.mp4,380,train,20,0
Данные/Unlabeled/26_2-10.mp4,385,train,16,0
Данные/Unlabeled/26_2-10.mp4,390,train,17,0
Данные/Unlabeled/26_2-10.mp4,395,train,15,0
Данные/Unlabeled/26_2-10.mp4,400,train,13,0
Данные/Unlabeled/26_2-10.mp4,405,train,15,0
Данные/Unlabeled/26_2-10.mp4,410,val,13,0
Данные/Unlabeled/26_2-10.mp4,415,train,13,0
Данные/Unlabeled/26_2-10.mp4,420,train,14,0
Данные/Unlabeled/26_2-10.mp4,425,train,14,0
Данные/Unlabeled/26_2-10.mp4,430,train,14,0
Данные/Unlabeled/26_2-10.mp4,445,train,14,0
Данные/Unlabeled/26_2-10.mp4,465,train,15,0
Данные/Unlabeled/26_2-10.mp4,470,train,15,0
Данные/Unlabeled/26_2-10.mp4,475,train,16,0
Данные/Unlabeled/26_2-10.mp4,480,train,17,0
Данные/Unlabeled/26_2-10.mp4,485,train,17,0
Данные/Unlabeled/26_2-10.mp4,490,train,15,0
Данные/Unlabeled/26_2-10.mp4,495,val,14,0
Данные/Unlabeled/26_2-10.mp4,500,train,12,0
Данные/Unlabeled/26_2-10.mp4,505,train,11,0
Данные/Unlabeled/26_2-10.mp4,510,train,11,0
Данные/Unlabeled/26_2-10.mp4,515,train,9,0
Данные/Unlabeled/26_2-10.mp4,520,train,11,0
Данные/Unlabeled/26_2-10.mp4,525,train,12,0
Данные/Unlabeled/26_2-10.mp4,530,train,11,0
Данные/Unlabeled/26_2-10.mp4,535,train,10,0
Данные/Unlabeled/26_2-10.mp4,540,val,11,0
Данные/Unlabeled/26_2-10.mp4,545,train,11,0
Данные/Unlabeled/26_2-10.mp4,550,train,9,0
Данные/Unlabeled/26_2-10.mp4,555,train,7,0
Данные/Unlabeled/26_2-10.mp4,560,train,8,0
Данные/Unlabeled/26_2-10.mp4,565,train,6,0
Данные/Unlabeled/26_2-10.mp4,570,train,7,0
Данные/Unlabeled/26_2-10.mp4,575,train,7,0
Данные/Unlabeled/26_2-10.mp4,580,train,7,0
Данные/Unlabeled/26_2-10.mp4,585,train,6,0
Данные/Unlabeled/26_2-10.mp4,590,train,6,0
Данные/Unlabeled/26_2-10.mp4,595,train,6,0
Данные/Unlabeled/26_2-10.mp4,605,train,6,0
